,fir_id,name,boundary
111,0,NITON CTA 4,+525914.00-0031817.00/+525846.00-0030145.00/+525618.00-0030157.00/+525320.00-0030212.00/+525348.00-0031841.00/+525914.00-0031817.00
112,0,NITON CTA 5,+525348.00-0031841.00/+525320.00-0030212.00/+524821.00-0030236.00/+524849.00-0031904.00/+525348.00-0031841.00
113,0,NITON CTA 6,+530314.00-0024935.00/+530006.00-0024504.00/+525334.00-0024539.00/+525046.00-0024529.00/+524748.00-0024519.00/+524821.00-0030236.00/+525320.00-0030212.00/+525618.00-0030157.00/+530209.00-0025131.00/+530314.00-0024935.00
114,0,NITON CTA 7,+524849.00-0031904.00/+524821.00-0030236.00/+524256.00-0030302.00/+524324.00-0031928.00/+524849.00-0031904.00
115,0,NITON CTA 8,+524821.00-0030236.00/+524748.00-0024519.00/+524223.00-0024500.00/+524256.00-0030302.00/+524821.00-0030236.00
116,0,NITON CTA 9,+524324.00-0031928.00/+524256.00-0030302.00/+524223.00-0024500.00/+523040.00-0024421.00/+520139.00-0024652.00/+520215.00-0030617.00/+520749.00-0030551.00/+520817.00-0032203.00/+524324.00-0031928.00
117,0,NORTH SEA CTA 1,+532204.00+0000431.00/+530815.00+0020534.00/+531139.00+0023000.00/+525206.00+0023000.00/+525820.00+0020321.00/+531222.00+0000029.00/+531717.00+0000155.00/+532204.00+0000431.00
118,0,NORWICH CTA 2,+523535.00+0011921.00/+523541.00+0013639.00/+523409.00+0012916.00/+523407.00+0012448.00/+523535.00+0011921.00
119,0,NORWICH CTA 3,+523815.00+0005559.00/+523531.00+0011049.00/+523527.00+0010311.00/+523815.00+0005559.00
120,0,PORTSMOUTH CTA 1,+504928.00-0011714.00/+504848.00-0005214.00/+504626.00-0004942.00/+503700.00-0003938.00/+504139.00-0010236.00/+504125.00-0012315.00/+504928.00-0011714.00
121,0,PORTSMOUTH CTA 2,+504125.00-0012315.00/+504139.00-0010236.00/+503700.00-0003938.00/+503700.00-0012620.00/+504125.00-0012315.00
122,0,PORTSMOUTH CTA 3,+503700.00-0010211.00/+503700.00-0003938.00/+501347.00-0001511.00/+500000.00-0003155.00/+500000.00-0014700.00/+500440.00-0014420.00/+503700.00-0010211.00
123,0,PORTSMOUTH CTA 4,+503700.00-0012620.00/+503700.00-0010211.00/+500440.00-0014420.00/+500000.00-0014700.00/+500000.00-0015149.00/+503700.00-0012620.00
124,0,PORTSMOUTH CTA 5,+503156.00-0014700.00/+502754.00-0013240.00/+500000.00-0015149.00/+500000.00-0020000.00/+500000.00-0021015.00/+500235.00-0020659.00/+503156.00-0014700.00
125,0,PORTSMOUTH CTA 6,+510913.00-0012355.00/+510717.00-0011218.00/+510329.00-0011312.00/+510420.00-0010657.00/+505435.00-0010335.00/+504928.00-0011714.00/+504125.00-0012315.00/+503700.00-0012620.00/+502754.00-0013240.00/+503156.00-0014700.00/+504035.00-0014102.00/+504946.00-0013439.00/+505512.00-0013047.00/+505859.00-0012811.00/+510416.00-0012559.00/+510913.00-0012355.00
126,0,PORTSMOUTH CTA 7,+504012.00-0021558.00/+504035.00-0014102.00/+502333.00-0015245.00/+502628.00-0020633.00/+502839.00-0020525.00/+503146.00-0022018.00/+504012.00-0021558.00
127,0,PORTSMOUTH CTA 8,+504959.00-0023117.00/+505012.00-0021519.00/+504311.00-0021212.00/+504946.00-0013439.00/+504441.00-0013824.00/+504035.00-0014102.00/+504012.00-0021558.00/+504000.00-0023058.00/+504959.00-0023117.00
128,0,PORTSMOUTH CTA 9,+505248.00-0021628.00/+505532.00-0020105.00/+504554.00-0015652.00/+504311.00-0021212.00/+505248.00-0021628.00
129,0,PRESTWICK CTA 5,+553124.00-0045830.00/+552040.00-0042722.00/+551848.00-0044702.00/+553124.00-0045830.00
130,0,SEVERN CTA 1,+512448.00-0025147.00/+512331.00-0023410.00/+511620.00-0023328.00/+511538.00-0025120.00/+511505.00-0025335.00/+512448.00-0025147.00
131,0,SEVERN CTA 2,+512608.00-0031050.00/+512448.00-0025147.00/+511505.00-0025335.00/+511010.00-0031341.00/+512608.00-0031050.00
132,0,SOLENT CTA 4,+510433.00-0012536.00/+505512.00-0013047.00/+505334.00-0014051.00/+510433.00-0012536.00
133,0,SOLENT CTA 6,+510636.00-0010817.00/+510420.00-0010657.00/+505435.00-0010335.00/+504928.00-0011714.00/+510115.00-0011039.00/+510636.00-0010817.00
134,0,SOLENT CTA 7,+504214.00-0015313.00/+504441.00-0013824.00/+503156.00-0014700.00/+504214.00-0015313.00
135,0,SOLENT CTA 8,+504441.00-0013824.00/+504035.00-0012350.00/+502754.00-0013240.00/+503156.00-0014700.00/+504441.00-0013824.00
