,name,boundary,floor,ceiling
74,EG D201G ,+524417.00-0053000.00/+523427.00-0052148.00/+522013.00-0052151.00/+521307.00-0051616.00/+521000.00-0050822.00/+521311.00-0052556.00/+521502.00-0053000.00/+524417.00-0053000.00,0,145
75,EG D201H ,+523000.00-0051806.00/+523000.00-0041200.00/+521600.00-0041200.00/+521000.00-0042942.00/+520848.00-0042904.00/+520702.00-0043810.00/+520840.00-0043847.00/+520903.00-0050057.00/+523000.00-0051806.00,0,145
76,EG D201J ,+530300.00-0053000.00/+530300.00-0045319.00/+524500.00-0045319.00/+524500.00-0044018.00/+523316.00-0041200.00/+523000.00-0041200.00/+523000.00-0051806.00/+524417.00-0053000.00/+530300.00-0053000.00,0,145
77,EG D202A ,+521250.00-0042121.00/+521600.00-0041200.00/+521545.00-0040958.00/+520135.00-0041430.00/+520019.00-0042519.00/+521250.00-0042121.00,0,100
78,EG D202B ,+521250.00-0042121.00/+521600.00-0041200.00/+521433.00-0040004.00/+520320.00-0040343.00/+520545.00-0042336.00/+521250.00-0042121.00,0,225
79,EG D202C ,+521433.00-0040004.00/+521047.00-0033002.00/+520721.00-0033015.00/+520501.00-0033532.00/+520211.00-0034019.00/+520030.00-0034053.00/+520320.00-0040343.00/+521433.00-0040004.00,0,225
80,EG D202D ,+520840.00-0043847.00/+520702.00-0043810.00/+520848.00-0042904.00/+521000.00-0042942.00/+521250.00-0042121.00/+520019.00-0042519.00/+515840.00-0043902.00/+520555.00-0044130.00/+520653.00-0043334.00/+520801.00-0044128.00/+520840.00-0043847.00,0,125
81,EG D203 SENNYBRIDGE,+520743.00-0032924.00/+520613.00-0032645.00/+520451.00-0032532.00/+520252.00-0032804.00/+520156.00-0032943.00/+520150.00-0033139.00/+515858.00-0033729.00/+515815.00-0033935.00/+515947.00-0034105.00/+520211.00-0034019.00/+520501.00-0033532.00/+520743.00-0032924.00,0,23000
82,EG D206 CARDINGTON,+520621.00-0002521.00,0,6000
83,EG D207 HOLBEACH,+524830.00+0001200.00/+525400.00+0000633.00/+525000.00+0001500.00/+525300.00+0002430.00/+524830.00+0002000.00/+524830.00+0001200.00,0,23000
84,EG D208 STANFORD,+523315.00+0004050.00/+523320.00+0004500.00/+523255.00+0004800.00/+523045.00+0005000.00/+522650.00+0005050.00/+522620.00+0004830.00/+522800.00+0004500.00/+522900.00+0003900.00/+523100.00+0004000.00/+523315.00+0004050.00,0,2500
85,EG D211 SWYNNERTON,+525352.00-0021312.00,0,2400
86,EG D213 KINETON,+520902.00-0012656.00,0,2400
87,EG D215 NORTH LUFFENHAM,+523754.00-0003557.00,0,2400
88,EG D216 CREDENHILL,+520453.00-0024806.00,0,2300
89,EG D304 UPPER HULME,+530951.00-0015730.00,0,3500
90,EG D305 BECKINGHAM,+530554.00-0004134.00/+530542.00-0004034.00/+530427.00-0004044.00/+530428.00-0004205.00/+530534.00-0004217.00/+530554.00-0004134.00,0,1500
91,EG D307 DONNA NOOK,+532331.00+0001354.00/+532932.00+0000503.00/+532830.00+0001315.00/+532331.00+0001354.00,0,20000
92,EG D314 HARPUR HILL,+531343.00-0015528.00,0,2900
93,EG D323A ,+551710.00+0001428.00/+550143.00+0011753.00/+543102.00-0003132.00/+544841.00-0005456.00/+545744.00-0005457.00/+551710.00+0001428.00,0,660
94,EG D323B ,+550143.00+0011753.00/+545059.00+0020010.00/+541451.00-0001028.00/+543102.00-0003132.00/+550143.00+0011753.00,0,660
95,EG D323C ,+545059.00+0020010.00/+544532.00+0022109.00/+540644.00-0000002.00/+541451.00-0001028.00/+545059.00+0020010.00,0,660
96,EG D323D ,+544532.00+0022109.00/+543948.00+0024252.00/+543143.00+0025434.00/+541738.00+0030110.00/+533813.00+0003557.00/+540644.00-0000002.00/+544532.00+0022109.00,0,660
97,EG D323E ,+541738.00+0030110.00/+541733.00+0030112.00/+535535.00+0025714.00/+532807.00+0024241.00/+533813.00+0003557.00/+541738.00+0030110.00,0,660
98,EG D323F ,+545744.00-0005457.00/+544841.00-0005456.00/+542402.00-0005518.00/+544229.00-0011251.00/+545210.00-0010815.00/+545513.00-0010343.00/+545744.00-0005457.00,0,660
99,EG D323G ,+544841.00-0005456.00/+543102.00-0003132.00/+542402.00-0005518.00/+544841.00-0005456.00,0,660
100,EG D323H ,+543102.00-0003132.00/+541451.00-0001028.00/+540726.00-0003547.00/+542402.00-0005518.00/+543102.00-0003132.00,0,660
101,EG D323J ,+541451.00-0001028.00/+540644.00-0000002.00/+535908.00-0002606.00/+540726.00-0003547.00/+541451.00-0001028.00,0,660
102,EG D323K ,+540644.00-0000002.00/+533813.00+0003557.00/+534331.00-0000805.00/+535908.00-0002606.00/+540644.00-0000002.00,0,660
103,EG D323L ,+552430.00+0004952.00/+550944.00+0014759.00/+550143.00+0011753.00/+551710.00+0001428.00/+552430.00+0004952.00,0,660
104,EG D323M ,+550944.00+0014759.00/+545840.00+0022938.00/+545059.00+0020010.00/+550143.00+0011753.00/+550944.00+0014759.00,0,660
105,EG D323N ,+545840.00+0022938.00/+544951.00+0023752.00/+544532.00+0022109.00/+545059.00+0020010.00/+545840.00+0022938.00,0,660
106,EG D323P ,+544951.00+0023752.00/+543143.00+0025434.00/+543948.00+0024252.00/+544532.00+0022109.00/+544951.00+0023752.00,0,660
107,EG D323Q ,+553347.00+0013625.00/+553150.00+0015622.00/+551616.00+0021300.00/+550944.00+0014759.00/+552430.00+0004952.00/+553347.00+0013625.00,0,660
108,EG D323R ,+551616.00+0021300.00/+545840.00+0022938.00/+550944.00+0014759.00/+551616.00+0021300.00,0,660
109,EG D401 BALLYKINLER,+541334.00-0054612.00/+541256.00-0054734.00/+541316.00-0055038.00/+541440.00-0054940.00/+541526.00-0055010.00/+541525.00-0054718.00/+541334.00-0054612.00,0,3200
110,EG D402A ,+550332.00-0050509.00/+545600.00-0045800.00/+545600.00-0044744.00/+544650.00-0043837.00/+545008.00-0044939.00/+545100.00-0044946.00/+545217.00-0045134.00/+545208.00-0045404.00/+544953.00-0045653.00/+544541.00-0045627.00/+544215.00-0045339.00/+544007.00-0045032.00/+543915.00-0044653.00/+543815.00-0045352.00/+545812.00-0051210.00/+550218.00-0050909.00/+550332.00-0050509.00,0,3000
111,EG D402B ,+550332.00-0050509.00/+550254.00-0045410.00/+545600.00-0044744.00/+545600.00-0045800.00/+550332.00-0050509.00,0,3000
112,EG D402C ,+545659.00-0045752.00,0,4000
113,EG D403A ,+545141.00-0045438.00/+545139.00-0045041.00/+545100.00-0044946.00/+544850.00-0045646.00/+544953.00-0045653.00/+545141.00-0045438.00,0,3000
114,EG D403B ,+545208.00-0045404.00/+545217.00-0045134.00/+545100.00-0044946.00/+545008.00-0044939.00/+544650.00-0043837.00/+544304.00-0043500.00/+544050.00-0043543.00/+543915.00-0044653.00/+544007.00-0045032.00/+544215.00-0045339.00/+544541.00-0045627.00/+544953.00-0045653.00/+545208.00-0045404.00,0,35000
115,EG D405 KIRKCUDBRIGHT,+544647.00-0040349.00/+544744.00-0040214.00/+544828.00-0040040.00/+544818.00-0035705.00/+544710.00-0035630.00/+543800.00-0034806.00/+543302.00-0035720.00/+543315.00-0041341.00/+543537.00-0041514.00/+544647.00-0040349.00,0,15000
116,EG D406A ,+542057.00-0032747.00/+541900.00-0032705.00/+541701.00-0032723.00/+540634.00-0033920.00/+541900.00-0032505.00/+542357.00-0034917.00/+542846.00-0033842.00/+542057.00-0032747.00,0,50000
117,EG D406B ,+541913.00-0035042.00/+541900.00-0032505.00/+541049.00-0034630.00/+540804.00-0035336.00/+541900.00-0032505.00/+541916.00-0035914.00/+541913.00-0035042.00,0,50000
118,EG D406C ,+541916.00-0035914.00/+541900.00-0032505.00/+540804.00-0035336.00/+541027.00-0040844.00/+541900.00-0032505.00/+541413.00-0041025.00/+541916.00-0035914.00,0,50000
119,EG D407 WARCOP,+543812.00-0022047.00/+543856.00-0021445.00/+543753.00-0021402.00/+543432.00-0021545.00/+543156.00-0022043.00/+543202.00-0022209.00/+543343.00-0022536.00/+543526.00-0022419.00/+543812.00-0022047.00,0,10000
120,EG D408 FELDOM,+542826.00-0015159.00/+542750.00-0014921.00/+542656.00-0014654.00/+542513.00-0014819.00/+542447.00-0015004.00/+542505.00-0015159.00/+542720.00-0015350.00/+542826.00-0015159.00,0,3000
121,EG D410 STRENSALL,+540136.00-0010101.00,0,1000
122,EG D412 STAXTON,+545800.00-0002300.00/+552500.00+0010000.00/+550400.00+0012100.00/+544545.00+0005455.00/+544545.00-0000917.00/+545800.00-0002300.00,0,10000
123,EG D442 BELLERBY,+542039.00-0015125.00,0,3000
124,EG D505 MAGILLIGAN,+551117.00-0065827.00/+551307.00-0065423.00/+551253.00-0065133.00/+551107.00-0064948.00/+551010.00-0065158.00/+551008.00-0065633.00/+551117.00-0065827.00,0,2000
125,EG D508 RIDSDALE,+550845.00-0021007.00,0,4100
126,EG D509 CAMPBELTOWN,+551230.00-0053900.00/+551230.00-0050636.00/+550706.00-0050700.00/+545930.00-0051542.00/+545548.00-0052800.00/+550630.00-0054300.00/+551230.00-0053900.00,0,55000
